conllu_index,correct,incorrect
19693,"Radni poruszyli problem złych nawierzchni dróg, domagając się ich remontu.","Radni poruszyli problem złych nawierzchni dróg, domagając się ich remontu."
19695,Radni wypowiedzieli się także w sprawie konieczności zmian kursów MZK.,Radni wypowiedzieli się także w sprawie konieczności zmian kursów MZK.
19696,Poświęcone temu będzie oddzielne spotkanie (kursy ulegną zmianie od początku kwietnia).,Poświęcone temu będzie oddzielne spotkanie (kursy ulegną zmianie od początku kwietnia).
19697,W trakcie sesji wynikła dyskusja na temat gospodarki odpadami.,W trakcie sesji wynikła dyskusja na temat gospodarki odpadami.
19701,"Podobnie jak w całym kraju, także w Łodzi tysiące osób spotkało się na orkiestrowym festynie na placu Dąbrowskiego.","Podobnie jak w całym kraju, także w Łodzi tysiące osób spotkało się na orkiestrowym festynie na placu Dąbrowskiego."
19702,Tu biło serce Orkiestry.,Tu biło serce Orkiestry.
19704,"Zwierzęta przyszły na świat w październiku i zgodnie z obowiązującym w ośrodku zwyczajem, zostały ochrzczone.","Zwierzęta przyszły na świat w październiku i zgodnie z obowiązującym w ośrodku zwyczajem, zostały ochrzczone."
19708,"Państwowa Inspekcja Pracy przeprowadziła kontrolę, ale w protokole pokontrolnym nie znalazło się wyjaśnienie satysfakcjonujące związkowców.","Państwowa Inspekcja Pracy przeprowadziła kontrolę, ale w protokole pokontrolnym nie znalazło się wyjaśnienie satysfakcjonujące związkowców."
19709,Rada zwróciła się więc do głównego inspektora pracy.,Rada zwróciła się więc do głównego inspektora pracy.
19714,"Każdy właściciel musi przedstawić metrykę takiego czworonoga oraz informację o warunkach, w jakich pies jest (lub będzie) trzymany.","Każdy właściciel musi przedstawić metrykę takiego czworonoga oraz informację o warunkach, w jakich pies jest (lub będzie) trzymany."
19718,W ten sposób pracownicy socjalni chcą pomóc ubogim w ogrzewaniu mieszkań i zaktywizować ich do pracy.,W ten sposób pracownicy socjalni chcą pomóc ubogim w ogrzewaniu mieszkań i zaktywizować ich do pracy.
19719,Ośrodek nawiązał kontakt z nadleśnictwem w Brynku k. Tarnowskich Gór.,Ośrodek nawiązał kontakt z nadleśnictwem w Brynku k. Tarnowskich Gór.
19720,"Leśnicy wskazują, gdzie i jaki chrust można zbierać.","Leśnicy wskazują, gdzie i jaki chrust można zbierać."
19724,"Dr Stelągowski twierdzi, że uszczelnione sito opieki podstawowej ma na celu ograniczenie specjalistycznych świadczeń medycznych.","Dr Stelągowski twierdzi, że uszczelnione sito opieki podstawowej ma na celu ograniczenie specjalistycznych świadczeń medycznych."
19725,"W piątek około południa pracownice ekspozytury pocztowej na dworcu kolejowym w Koluszkach, gdzie trafiają uszkodzone paczki z całej Polski, zauważyły, że z jednego z pakunków wystają przewody elektryczne.","W piątek około południa pracownice ekspozytury pocztowej na dworcu kolejowym w Koluszkach, gdzie trafiają uszkodzone paczki z całej Polski, zauważyły, że z jednego z pakunków wystają przewody elektryczne."
19726,"Kobiety odłączyły przewody od baterii, wyniosły paczkę przed budynek i powiadomiły policję.","Kobiety odłączyły przewody od baterii, wyniosły paczkę przed budynek i powiadomiły policję."
19728,"Wyrok ten dotychczas nie uprawomocnił się, gdyż prezydent i wiceprezydent postanowili wykorzystać przysługujący im tryb odwoławczy i złożyli wnioski o uzasadnienie.","Wyrok ten dotychczas nie uprawomocnił się, gdyż prezydent i wiceprezydent postanowili wykorzystać przysługujący im tryb odwoławczy i złożyli wnioski o uzasadnienie."
19736,"Kierowca poniósł śmierć, a pięciu młodych pielgrzymów z Opola odniosło obrażenia ciała w wypadku, do którego doszło wczoraj po południu w Rogaszycach (Wielkopolskie).","Kierowca poniósł śmierć, a pięciu młodych pielgrzymów z Opola odniosło obrażenia ciała w wypadku, do którego doszło wczoraj po południu w Rogaszycach (Wielkopolskie)."
19745,Ponad 3100 złotych zebrali wolontariusze PCK podczas niedzielnego meczu żużlowego Unii Leszno z BGŻ SA Polonia Piła.,Ponad 3100 złotych zebrali wolontariusze PCK podczas niedzielnego meczu żużlowego Unii Leszno z BGŻ SA Polonia Piła.
19749,"Taki zestaw śniadaniowy szczególnie poleca uczącej się młodzieży, bo bardzo poprawia funkcjonowanie mózgu.","Taki zestaw śniadaniowy szczególnie poleca uczącej się młodzieży, bo bardzo poprawia funkcjonowanie mózgu."
19755,Kierowca nie zapięty pasami wypadł tylnym oknem i zginął.,Kierowca nie zapięty pasami wypadł tylnym oknem i zginął.
19759,"Mężczyźni zakomunikowali, że przychodzą z bardzo korzystną ofertą.","Mężczyźni zakomunikowali, że przychodzą z bardzo korzystną ofertą."
19761,"Starsza kobieta, niestety, uwierzyła w tę bajeczkę.","Starsza kobieta, niestety, uwierzyła w tę bajeczkę."
19764,Widząc to kobieta poważnie zaniepokoiła się.,Widząc to kobieta poważnie zaniepokoiła się.
19765,"Nasi dziennikarze wielokrotnie informowali o ""dziwnych"" rozstrzygnięciach przetargowych, w wyniku których przegrywały firmy dobre i najtańsze.","Nasi dziennikarze wielokrotnie informowali o ""dziwnych"" rozstrzygnięciach przetargowych, w wyniku których przegrywały firmy dobre i najtańsze."
19775,Nowe kryteria opodatkowania mają zapewne spowodować większe wpływy do budżetu gmin.,Nowe kryteria opodatkowania mają zapewne spowodować większe wpływy do budżetu gmin.
19778,"Kobieta zachowała się bardzo lekkomyślnie, bo przechodziła przez ruchliwą jezdnię w miejscu niedozwolonym.","Kobieta zachowała się bardzo lekkomyślnie, bo przechodziła przez ruchliwą jezdnię w miejscu niedozwolonym."
19782,Wezwane pogotowie ratunkowe odwiozło go do szpitala.,Wezwane pogotowie ratunkowe odwiozło go do szpitala.
19792,"Podopieczne Marka Czaińskiego jeszcze bardziej podkręciły tempo, dość dobrze kryły i dzięki temu zwiększyły jeszcze przewagę, która w pewnym momencie sięgała nawet 30 punktów.","Podopieczne Marka Czaińskiego jeszcze bardziej podkręciły tempo, dość dobrze kryły i dzięki temu zwiększyły jeszcze przewagę, która w pewnym momencie sięgała nawet 30 punktów."
19793,Tam znajdują się dane o poszukiwanych przestępcach.,Tam znajdują się dane o poszukiwanych przestępcach.
19794,"""Ksiądz"" miał swoje miejsce w tym rejestrze.","""Ksiądz"" miał swoje miejsce w tym rejestrze."
19803,"Inżynier Robert Brzeziński, który brał udział w konstruowaniu szybowca, powiedział nam, że to idealna maszyna szkoleniowa.","Inżynier Robert Brzeziński, który brał udział w konstruowaniu szybowca, powiedział nam, że to idealna maszyna szkoleniowa."
19805,"Blisko 90 polskich sportowców-studentów bierze udział w 20. Letniej Uniwersjadzie, jaka rozpoczęła się w sobotę na Majorce.","Blisko 90 polskich sportowców-studentów bierze udział w 20. Letniej Uniwersjadzie, jaka rozpoczęła się w sobotę na Majorce."
19808,"Nowego pracodawcę ma obecnie 10-osobowy personel, związany bezpośrednio z pobieraniem krwi.","Nowego pracodawcę ma obecnie 10-osobowy personel, związany bezpośrednio z pobieraniem krwi."
19809,Laboratorium badań serologicznych pozostało w gestii leszczyńskiego szpitala.,Laboratorium badań serologicznych pozostało w gestii leszczyńskiego szpitala.
19810,Niewielkie zmiany odczują osoby oddające krew.,Niewielkie zmiany odczują osoby oddające krew.
19813,Broniący się przed spadkiem goście z Chocianowa postawili podopiecznym Andrzeja Palucha twarde warunki i byli bliscy zdobycia kompletu punktów.,Broniący się przed spadkiem goście z Chocianowa postawili podopiecznym Andrzeja Palucha twarde warunki i byli bliscy zdobycia kompletu punktów.
19814,Już w 15. minucie Stal objęła prowadzenie po strzale Grecha.,Już w 15. minucie Stal objęła prowadzenie po strzale Grecha.
19816,Napastnicy w sobotę wieczorem wybili szybę w oknie mieszkania na parterze przy ul. Rejtana na gdańskiej Oruni.,Napastnicy w sobotę wieczorem wybili szybę w oknie mieszkania na parterze przy ul. Rejtana na gdańskiej Oruni.
19817,Sprawcy oddali cztery strzały do wnętrza pomieszczenia.,Sprawcy oddali cztery strzały do wnętrza pomieszczenia.
19819,"Seniorzy mieli do pokonania 5 okrążeń trasy (każde liczyło 2,5 km).","Seniorzy mieli do pokonania 5 okrążeń trasy (każde liczyło 2,5 km)."
19824,Ta ostatnia firma dołączyła ostatnio do swojego asortymentu między innymi młodzieżowe sztruksowe spodnie i luźne kurtki.,Ta ostatnia firma dołączyła ostatnio do swojego asortymentu między innymi młodzieżowe sztruksowe spodnie i luźne kurtki.
19825,"Podczas przerwy troje szczęśliwców wylosowało okulary ""Versace"".","Podczas przerwy troje szczęśliwców wylosowało okulary ""Versace""."
19829,"Maturzyści zakładają, że podczas tegorocznej matury nie będzie tematów, wymagających znajomości twórczości tylko jednego pisarza.","Maturzyści zakładają, że podczas tegorocznej matury nie będzie tematów, wymagających znajomości twórczości tylko jednego pisarza."
19831,Maturzyści-internauci zdający na pisemnym egzaminie język polski i historię najczęściej typują tematy związane z przełomem wieków.,Maturzyści-internauci zdający na pisemnym egzaminie język polski i historię najczęściej typują tematy związane z przełomem wieków.
19834,- Podoba mi się ten pomysł.,- Podoba mi się ten pomysł.
19835,Rekordowo duże trojaczki - dwóch chłopców i dziewczynka - urodziły się w sobotę w Białymstoku.,Rekordowo duże trojaczki - dwóch chłopców i dziewczynka - urodziły się w sobotę w Białymstoku.
19836,"Największy chłopczyk waży prawie 4 kg - dokładnie 3,850 i mierzy 63 cm.","Największy chłopczyk waży prawie 4 kg - dokładnie 3,850 i mierzy 63 cm."
19845,Najmłodsi obchody swojego święta w tym roku rozpoczęli w sobotę.,Najmłodsi obchody swojego święta w tym roku rozpoczęli w sobotę.
19846,"Odbyło się wiele imprez dla najmłodszych - festynów, zabaw.","Odbyło się wiele imprez dla najmłodszych - festynów, zabaw."
19847,Dopisała pogoda.,Dopisała pogoda.
19850,W mieszkaniu przy ul. Elbląskiej w Gdańsku policjanci znaleźli w sobotę zwłoki ok. 40-letniej kobiety.,W mieszkaniu przy ul. Elbląskiej w Gdańsku policjanci znaleźli w sobotę zwłoki ok. 40-letniej kobiety.
19853,"Mężczyzna wyjaśnił, że kobieta przebywała u niego od kilku dni, przygarnął ją, gdyż wcześniej spała w altance działkowej.","Mężczyzna wyjaśnił, że kobieta przebywała u niego od kilku dni, przygarnął ją, gdyż wcześniej spała w altance działkowej."
19859,Dzieci mogły wziąć udział w konkursach rysunkowych.,Dzieci mogły wziąć udział w konkursach rysunkowych.
19861,"Efektownie prezentowała się ponad 80-letnia maszyna drukarska, wciąż sprawna technicznie.","Efektownie prezentowała się ponad 80-letnia maszyna drukarska, wciąż sprawna technicznie."
19862,"Wieczorem w Teatrze Miniatura odbyło się przedstawienie pt. ""O początkach typografii"".","Wieczorem w Teatrze Miniatura odbyło się przedstawienie pt. ""O początkach typografii""."
19865,W Urzędzie Wojewódzkim w Skierniewicach pracuje około 230 osób.,W Urzędzie Wojewódzkim w Skierniewicach pracuje około 230 osób.
19867,"Na mecz piłki nożnej Stal Stalowa Wola - Piotrcovia Ptak przyjechali w trzydziestu autokarem, ale służby porządkowe organizatorów imprezy kibiców drużyny gości na stadion nie wpuściły, gdyż będąca pod wpływem alkoholu młodzież wszczynała awantury.","Na mecz piłki nożnej Stal Stalowa Wola - Piotrcovia Ptak przyjechali w trzydziestu autokarem, ale służby porządkowe organizatorów imprezy kibiców drużyny gości na stadion nie wpuściły, gdyż będąca pod wpływem alkoholu młodzież wszczynała awantury."
19870,"W ciągu ostatniego minionego tygodnia zarówno dolar, jak i marka straciły wobec polskiej waluty.","W ciągu ostatniego minionego tygodnia zarówno dolar, jak i marka straciły wobec polskiej waluty."
19874,"Pojawiły się jednak wątpliwości, czy w budżecie miasta znajdzie się gotówka na ten cel.","Pojawiły się jednak wątpliwości, czy w budżecie miasta znajdzie się gotówka na ten cel."
19876,"Widzowie zapewne zaakceptują powrót warstwy dźwiękowej do ""Prząśniczki"", której melodia tradycyjnie kojarzy się z Łodzią i tutejszą telewizją.","Widzowie zapewne zaakceptują powrót warstwy dźwiękowej do ""Prząśniczki"", której melodia tradycyjnie kojarzy się z Łodzią i tutejszą telewizją."
19877,"Zmienia się także czołówka ""ŁWD"" - jest bardziej dynamiczna, zwłaszcza w warstwie dźwiękowej.","Zmienia się także czołówka ""ŁWD"" - jest bardziej dynamiczna, zwłaszcza w warstwie dźwiękowej."
19878,"Inna, nowocześniejsza, ma być zapowiedź pogody.","Inna, nowocześniejsza, ma być zapowiedź pogody."
19879,"Ciekawie zapowiada się nowa scenografia ""ŁWD"".","Ciekawie zapowiada się nowa scenografia ""ŁWD""."
19882,"Estoński Bank Centralny wycofał z początkiem sierpnia z obiegu monety jednokoronowe, które były wykorzystywane przez oszustów do automatów w Niemczech.","Estoński Bank Centralny wycofał z początkiem sierpnia z obiegu monety jednokoronowe, które były wykorzystywane przez oszustów do automatów w Niemczech."
19886,"W województwie nie ma ani jednego grzebowiska dla zwierząt, choć ustawa z 1927 roku nakłada na gminy obowiązek urzadzania takich obiektów.","W województwie nie ma ani jednego grzebowiska dla zwierząt, choć ustawa z 1927 roku nakłada na gminy obowiązek urzadzania takich obiektów."
19890,Zarząd RTS Widzew podczas wczorajszego posiedzenia odwołał z funkcji prezesa RTS Widzew Andrzeja Pawelca i jednocześnie złożył wniosek do Walnego Zgromadzenia Akcjonariuszy i Rady Nadzorczej SPN Widzew SSA (obradować będzie 17 stycznia) o odwołanie go z funkcji prezesa spółki.,Zarząd RTS Widzew podczas wczorajszego posiedzenia odwołał z funkcji prezesa RTS Widzew Andrzeja Pawelca i jednocześnie złożył wniosek do Walnego Zgromadzenia Akcjonariuszy i Rady Nadzorczej SPN Widzew SSA (obradować będzie 17 stycznia) o odwołanie go z funkcji prezesa spółki.
19891,"Telewizja fińska ujawniła, że w latach 80. tutejsza stocznia morska Vartsila w Turku zbudowała irackiemu dyktatorowi, Saddamowi Husajnowi na jego wyłączny użytek prawdopodobnie najbardziej luksusowy statek pasażerski na świecie, który otrzymał nazwę ""Al-Mansur"".","Telewizja fińska ujawniła, że w latach 80. tutejsza stocznia morska Vartsila w Turku zbudowała irackiemu dyktatorowi, Saddamowi Husajnowi na jego wyłączny użytek prawdopodobnie najbardziej luksusowy statek pasażerski na świecie, który otrzymał nazwę ""Al-Mansur""."
19905,"Konserwator zabytków ustalił szkody, jakie w jednej z komnat Zamku Królewskiego na Wawelu spowodował nietrzeźwy turysta z województwa suwalskiego.","Konserwator zabytków ustalił szkody, jakie w jednej z komnat Zamku Królewskiego na Wawelu spowodował nietrzeźwy turysta z województwa suwalskiego."
19906,Mężczyzna wskoczył do łoża Zygmunta Starego i uszkodził przykrywającą je kapę.,Mężczyzna wskoczył do łoża Zygmunta Starego i uszkodził przykrywającą je kapę.
19907,Zdarzenie miało miejsce w minioną sobotę.,Zdarzenie miało miejsce w minioną sobotę.
19911,Rolnicy korzystający z obiektu starali się sami wywalczyć remont spróchniałego mostu.,Rolnicy korzystający z obiektu starali się sami wywalczyć remont spróchniałego mostu.
19917,Sytuacja taka ma miejsce przy Burzyńskiego i Ciołkowskiego.,Sytuacja taka ma miejsce przy Burzyńskiego i Ciołkowskiego.
19922,"Spotkania, mające na celu właściwe przygotowanie się do rewitalizacji odbywają się cyklicznie we wszystkich miastach Polski, które przygotowują się do tego procesu.","Spotkania, mające na celu właściwe przygotowanie się do rewitalizacji odbywają się cyklicznie we wszystkich miastach Polski, które przygotowują się do tego procesu."
19925,Główne uroczystości z okazji rocznicy Konstytucji rozpoczęły się od złożenia kwiatów pod pomnikiem 42 pułku piechoty w Parku Zwierzynieckim.,Główne uroczystości z okazji rocznicy Konstytucji rozpoczęły się od złożenia kwiatów pod pomnikiem 42 pułku piechoty w Parku Zwierzynieckim.
19926,Przed południem w Katedrze WNMP metropolita białostocki abp Stanisław Szymecki celebrował mszę św. w intencji Ojczyzny.,Przed południem w Katedrze WNMP metropolita białostocki abp Stanisław Szymecki celebrował mszę św. w intencji Ojczyzny.
19928,"Na nadzwyczajnej sesji plenarnej w Brukseli Parlament Europejski zatwierdził w sobotę zdecydowaną większością głosów wprowadzenie wspólnej waluty europejskiej euro w 11 krajach, które od 1 stycznia 1999 roku wejdą w skład unii gospodarczej i walutowej w ramach UE.","Na nadzwyczajnej sesji plenarnej w Brukseli Parlament Europejski zatwierdził w sobotę zdecydowaną większością głosów wprowadzenie wspólnej waluty europejskiej euro w 11 krajach, które od 1 stycznia 1999 roku wejdą w skład unii gospodarczej i walutowej w ramach UE."
19935,"Unia Europejska wstrzymała import polskiego mleka i produktów mlecznych z dniem 1 grudnia 1997 r., po negatywnych wynikach kontroli naszych mleczarń.","Unia Europejska wstrzymała import polskiego mleka i produktów mlecznych z dniem 1 grudnia 1997 r., po negatywnych wynikach kontroli naszych mleczarń."
19955,Sprawą zajęła się specjalna grupa śledczych.,Sprawą zajęła się specjalna grupa śledczych.
19960,Do czerwca tego roku trwały aresztowania kolejnych sprawców.,Do czerwca tego roku trwały aresztowania kolejnych sprawców.
19964,W niedzielę po południu kilka osób zaczęło skarżyć się na bóle brzucha.,W niedzielę po południu kilka osób zaczęło skarżyć się na bóle brzucha.
19965,"Czterech gości, których stan był najcięższy, trafiło do szpitala.","Czterech gości, których stan był najcięższy, trafiło do szpitala."
19971,Kilka fałszywych recept na proastmin policjanci z KWP w Białej Podlaskiej zabezpieczyli w jednej z bialskich aptek.,Kilka fałszywych recept na proastmin policjanci z KWP w Białej Podlaskiej zabezpieczyli w jednej z bialskich aptek.
19973,Technologię montażu zatrudnieni przy tym pracownicy poznają pod okiem koreańskich specjalistów.,Technologię montażu zatrudnieni przy tym pracownicy poznają pod okiem koreańskich specjalistów.
19975,Prawdopodobnie z początkiem przyszłego roku powstaną sądy grodzkie.,Prawdopodobnie z początkiem przyszłego roku powstaną sądy grodzkie.
19986,"Zakłady Azotowe ""Puławy"" S.A. rekomendując płytę, próbują uzmysłowić potencjalnym nabywcom, że jako firma z ponad 30-letnią tradycją, która jeszcze niedawno była postrzegana jako potencjalne zagrożenie dla otaczającej przyrody i środowiska, podejmuje obecnie działania zmierzające do poprawy stanu bezpieczeństwa i ochrony zdrowia.","Zakłady Azotowe ""Puławy"" S.A. rekomendując płytę, próbują uzmysłowić potencjalnym nabywcom, że jako firma z ponad 30-letnią tradycją, która jeszcze niedawno była postrzegana jako potencjalne zagrożenie dla otaczającej przyrody i środowiska, podejmuje obecnie działania zmierzające do poprawy stanu bezpieczeństwa i ochrony zdrowia."
19989,"Po upływie dziewiętnastu miesięcy sąd uznał, że dowody przeciwko Pacule są niewystarczające i uniewinnił go.","Po upływie dziewiętnastu miesięcy sąd uznał, że dowody przeciwko Pacule są niewystarczające i uniewinnił go."
19991,Pierwsze egzemplarze nowego samochodu o nazwie seicento przechodzą już testy homologacyjne.,Pierwsze egzemplarze nowego samochodu o nazwie seicento przechodzą już testy homologacyjne.
19992,"Produkcja seicento, przeznaczonego głównie na eksport, rozpocznie się za kilka tygodni.","Produkcja seicento, przeznaczonego głównie na eksport, rozpocznie się za kilka tygodni."
19994,"Zgodnie z wcześniejszymi zapowiedziami, w najbliższą niedzielę - 25 bm. o godz. 10, do gościnnej ""Karczmy Słupskiej"", na zaproszenie nasze i jej właścicieli - Haliny i Wojciecha Sierpińskich, zawita 50 dzieci, podopiecznych Fundacji ""Sprawni Inaczej"".","Zgodnie z wcześniejszymi zapowiedziami, w najbliższą niedzielę - 25 bm. o godz. 10, do gościnnej ""Karczmy Słupskiej"", na zaproszenie nasze i jej właścicieli - Haliny i Wojciecha Sierpińskich, zawita 50 dzieci, podopiecznych Fundacji ""Sprawni Inaczej""."
19998,Wystarczy plomba.,Wystarczy plomba.
20001,Ale nie zawsze klauzaula określa rzeczywistą wartość informacji.,Ale nie zawsze klauzaula określa rzeczywistą wartość informacji.
20003,"Ostatnio pieniądze na wypłaty firma pożyczyła od totolotka - dowiedziała się ""Rzeczpospolita"".","Ostatnio pieniądze na wypłaty firma pożyczyła od totolotka - dowiedziała się ""Rzeczpospolita""."
20015,Ich odwołanie od wyroku skazującego poparł... prokurator.,Ich odwołanie od wyroku skazującego poparł... prokurator.
20021,"Pod Braniewem zginęło dwóch pasażerów Poloneza, który rozbił się na drzewie, a w Bartoszycach pod kołami samochodu zginął sześcioletni chłopczyk.","Pod Braniewem zginęło dwóch pasażerów Poloneza, który rozbił się na drzewie, a w Bartoszycach pod kołami samochodu zginął sześcioletni chłopczyk."
20023,"Wczoraj w pobliżu Groznego, stolicy Czeczenii, partyzanci czeczeńscy zestrzelili rosyjski śmigłowiec wojskowy Mi-8, zabijając dziewięciu wojskowych, którzy znajdowali się na pokładzie.","Wczoraj w pobliżu Groznego, stolicy Czeczenii, partyzanci czeczeńscy zestrzelili rosyjski śmigłowiec wojskowy Mi-8, zabijając dziewięciu wojskowych, którzy znajdowali się na pokładzie."
20026,Msza żałobna odbyła się pod gołym niebem.,Msza żałobna odbyła się pod gołym niebem.
20027,Biskup Larino Tommaso Valentinetti w czasie krótkiej homilii zaapelował o pomoc dla mieszkańców San Giuliano.,Biskup Larino Tommaso Valentinetti w czasie krótkiej homilii zaapelował o pomoc dla mieszkańców San Giuliano.
20029,Półmetrowy krzaczek rósł w otoczeniu roślin ozdobnych na jednym z kwietników przed wejściem.,Półmetrowy krzaczek rósł w otoczeniu roślin ozdobnych na jednym z kwietników przed wejściem.
20030,"Po naszym telefonie na miejscu pojawiła się policja, by ocenić, czy jest to krzew znajdujący się na liście zakazanych używek halucynogennych.","Po naszym telefonie na miejscu pojawiła się policja, by ocenić, czy jest to krzew znajdujący się na liście zakazanych używek halucynogennych."
20035,Tymczasem miejscowy sanepid prowadzi badania podejrzanego produktu.,Tymczasem miejscowy sanepid prowadzi badania podejrzanego produktu.
20045,"- Moim znajomym, którzy jechali w tym samym przedziale też zniknęło kilkaset złotych, telefony i dokumenty.","- Moim znajomym, którzy jechali w tym samym przedziale też zniknęło kilkaset złotych, telefony i dokumenty."
20053,Po kilkudziesięciu minutach terrorysta zgodził się na przestawienie swego samochodu w mniej zaludnione miejsce.,Po kilkudziesięciu minutach terrorysta zgodził się na przestawienie swego samochodu w mniej zaludnione miejsce.
20057,"Zdaniem producenta sopockiego festiwalu Mirosława Łękowskiego, tegoroczne gwiazdy festiwalu Zucchero i Garou nie mają żadnych kaprysów kulinarnych.","Zdaniem producenta sopockiego festiwalu Mirosława Łękowskiego, tegoroczne gwiazdy festiwalu Zucchero i Garou nie mają żadnych kaprysów kulinarnych."
20063,Rok temu elbląskie Towarzystwo Opieki nad Zwierzętami oskarżyło gospodarza o okrutne traktowanie koni.,Rok temu elbląskie Towarzystwo Opieki nad Zwierzętami oskarżyło gospodarza o okrutne traktowanie koni.
20064,Sprawa trafiła do braniewskiej prokuratury.,Sprawa trafiła do braniewskiej prokuratury.
20070,Firma podpisała umowę na dostawę okładzin z włoskim producentem wytwarzającym pociągi szybkobieżne Pendolino.,Firma podpisała umowę na dostawę okładzin z włoskim producentem wytwarzającym pociągi szybkobieżne Pendolino.
20073,W ubiegłym roku w Warmińsko-Mazurskiej Specjalnej Strefie Ekonomicznej zainwestowało 11 firm.,W ubiegłym roku w Warmińsko-Mazurskiej Specjalnej Strefie Ekonomicznej zainwestowało 11 firm.
20074,"Policja otrzymała ostrzeżenia o podłożeniu takich ładunków na parkingu w dzielnicy Hamra w Bejrucie, a także pod brytyjskim bankiem, pobliskim kościele i ambasadzie RP.","Policja otrzymała ostrzeżenia o podłożeniu takich ładunków na parkingu w dzielnicy Hamra w Bejrucie, a także pod brytyjskim bankiem, pobliskim kościele i ambasadzie RP."
20075,"Policyjni saperzy przez dwie godziny szukali bomb na jednym z parkingów, ale nie znaleźli żadnych ładunków.","Policyjni saperzy przez dwie godziny szukali bomb na jednym z parkingów, ale nie znaleźli żadnych ładunków."
20078,"Pierwsze 60 samochodów, przeznaczonych głównie dla małego biznesu, Daewoo Motor Polska wysłało do Włoch pod koniec września.","Pierwsze 60 samochodów, przeznaczonych głównie dla małego biznesu, Daewoo Motor Polska wysłało do Włoch pod koniec września."
20079,Nastąpił nagły zwrot w sprawie porywaczy biznesmenów.,Nastąpił nagły zwrot w sprawie porywaczy biznesmenów.
20084,"Jeśli pojazdów jest sporo, na skrzyżowaniu automatycznie włącza się zielone światło, a informacja jest przesyłana do centrum.","Jeśli pojazdów jest sporo, na skrzyżowaniu automatycznie włącza się zielone światło, a informacja jest przesyłana do centrum."
20085,"Komputer dostosowuje moment, czas i częstotliwość włączania świateł na funkcjonujących w systemie skrzyżowaniach w innych częściach miasta.","Komputer dostosowuje moment, czas i częstotliwość włączania świateł na funkcjonujących w systemie skrzyżowaniach w innych częściach miasta."
20086,"Bezdomnych z każdym dniem przybywa, przecież czeka nas najgorszy okres zimowy.","Bezdomnych z każdym dniem przybywa, przecież czeka nas najgorszy okres zimowy."
20089,"Łącznie w tym roku samorząd gminny przekazał ""Otwartym Drzwiom"" 18 tys. zł.","Łącznie w tym roku samorząd gminny przekazał ""Otwartym Drzwiom"" 18 tys. zł."
20091,"Policja przestrzega przed zapraszaniem do domu osób oferujących coś do sprzedaży, gdy jesteśmy sami.","Policja przestrzega przed zapraszaniem do domu osób oferujących coś do sprzedaży, gdy jesteśmy sami."
20093,Pilnowali go policjanci z grupy antyterrorystycznej.,Pilnowali go policjanci z grupy antyterrorystycznej.
20096,Przed drzwiami sali rozpraw siedzieli uzbrojeni antyterroryści.,Przed drzwiami sali rozpraw siedzieli uzbrojeni antyterroryści.
20103,"Badanie alkomatem wykazało, że był trzeźwy.","Badanie alkomatem wykazało, że był trzeźwy."
20108,Prawie 50 miast ucierpiało w powodzi nad rzeką Sommą.,Prawie 50 miast ucierpiało w powodzi nad rzeką Sommą.
20116,O realizacji obu inwestycji postanowiła w ub. roku Rada Miejska decydując się na emisję obligacji komunalnych.,O realizacji obu inwestycji postanowiła w ub. roku Rada Miejska decydując się na emisję obligacji komunalnych.
20123,"W żagańskim Zespole Szkół Tekstylno-Handlowych prezentacji programu komputerowego do konstruowania i modelowania odzieży CAD GRAFIS dla polskiego przemysłu odzieżowego dokonał autor, prof. Claus Friedrich z Niemiec.","W żagańskim Zespole Szkół Tekstylno-Handlowych prezentacji programu komputerowego do konstruowania i modelowania odzieży CAD GRAFIS dla polskiego przemysłu odzieżowego dokonał autor, prof. Claus Friedrich z Niemiec."
20126,Sojusz Lewicy Demokratycznej nie zgadza się z zapowiedzianym przez premiera Jerzego Buzka przesunięciem wyborów samorządowych na wrzesień br.,Sojusz Lewicy Demokratycznej nie zgadza się z zapowiedzianym przez premiera Jerzego Buzka przesunięciem wyborów samorządowych na wrzesień br.
20131,O wydanie tych przepisów od dawna zabiegali anestezjolodzy.,O wydanie tych przepisów od dawna zabiegali anestezjolodzy.
20132,Otwarte drzwi od stacji znajdującej się na terenie zakładu Warszbud zauważył we wtorek wieczorem przypadkowy przechodzień.,Otwarte drzwi od stacji znajdującej się na terenie zakładu Warszbud zauważył we wtorek wieczorem przypadkowy przechodzień.
20135,Kolejny pijany policjant straci pracę.,Kolejny pijany policjant straci pracę.
20141,"Jak ujawnił wczoraj wiceminister obrony John Hamre, wkrótce po przestawieniu zegarów komputerowych Pentagonu na nową datę 2000 roku, eksperci resortu nie byli w stanie przetworzyć danych przysyłanych z amerykańskich satelitów szpiegowskich.","Jak ujawnił wczoraj wiceminister obrony John Hamre, wkrótce po przestawieniu zegarów komputerowych Pentagonu na nową datę 2000 roku, eksperci resortu nie byli w stanie przetworzyć danych przysyłanych z amerykańskich satelitów szpiegowskich."
20144,"Komisja Kancelarii Sejmu, która zakończyła właśnie swoje prace, jedynie wstępnie weryfikowała podpisy o referendum.","Komisja Kancelarii Sejmu, która zakończyła właśnie swoje prace, jedynie wstępnie weryfikowała podpisy o referendum."
